wall_time,ros_time,reset_index,mode,run_state,surface_source,tcp_limit,elapsed,run_id,run_elapsed,tool_down_score,tcp_z,base_surface_z,surface_blend,surface_step,surface_z,eq_tcp_z,tcp_eq_err,penetration,fz_virtual_N,desired_fz_N,force_error_N,control_rate_hz,normal_mass,normal_damping,surface_stiffness,surface_damping,max_z_velocity,max_xy_velocity,line_length,line_speed,line_turn_time,wave_height,wave_cycles,surface_blend_time,vz_raw,vz_admittance,xy_ref_vx,xy_ref_vy,x_error,y_error,xy_error,qdot_max,min_singular,joint_error_max,xy_ref_x,xy_ref_y,link_x,link_y,link_z,link7_z_axis_x,link7_z_axis_y,link7_z_axis_z,bump_center_x,bump_center_y,vx_command,vy_command,vz_command,raw_state
2026-07-11T11:10:31.275,16.008,0,x_wave,settle,settle,free,0.07,0.0,0.0,0.7555,0.3363,0.336,0.0,0.0,0.336,0.33,0.0063,-0.0003,0.0,6.0,-6.0,30.0,1.5,65.0,1000.0,12.0,0.014,0.018,0.18,0.006,0.5,0.02,2.0,2.0,-0.014,-0.014,0.0,0.0,0.0415,-0.0004,0.0415,0.0586,0.11095,0.004,0.41,0.026,0.3685,0.0264,0.3763,0.6547,0.0244,-0.7555,0.392,0.026,0.018,-0.0007,-0.014,"elapsed=0.07 mode=x_wave run_state=settle run_id=0 run_elapsed=0.00 xy_ref=[0.4100, 0.0260] link_xyz=[0.3685, 0.0264, 0.3763] link7_z_axis=[0.6547, 0.0244, -0.7555] tool_down_score=0.7555 tcp_z=0.3363 base_surface_z=0.3360 surface_source=settle surface_blend=0.000 surface_step=0.0000 surface_z=0.3360 eq_tcp_z=0.3300 tcp_eq_err=0.0063 bump_center=[0.3920, 0.0260] penetration=-0.0003 fz_virtual_N=0.000 desired_fz_N=6.000 force_error_N=-6.000 control_rate_hz=30.00 normal_mass=1.500 normal_damping=65.000 surface_stiffness=1000.000 surface_damping=12.000 max_z_velocity=0.0140 max_xy_velocity=0.0180 line_length=0.1800 line_speed=0.0060 line_turn_time=0.500 wave_height=0.0200 wave_cycles=2.000 surface_blend_time=2.000 vz_raw=-0.0140 vz_admittance=-0.0140 tcp_limit=free cartesian_velocity=[0.0180, -0.0007, -0.0140] xy_ref_vx=0.0000 xy_ref_vy=0.0000 x_error=0.0415 y_error=-0.0004 xy_error=0.0415 qdot_max=0.0586 min_singular=0.11095 joint_error_max=0.0040"
2026-07-11T11:10:31.291,16.041,0,x_wave,settle,settle,free,0.1,0.0,0.0,0.7555,0.3363,0.336,0.0,0.0,0.336,0.33,0.0063,-0.0003,0.0,6.0,-6.0,30.0,1.5,65.0,1000.0,12.0,0.014,0.018,0.18,0.006,0.5,0.02,2.0,2.0,-0.014,-0.014,0.0,0.0,0.0415,-0.0004,0.0415,0.0586,0.11095,0.0057,0.41,0.026,0.3685,0.0264,0.3763,0.6547,0.0244,-0.7555,0.392,0.026,0.018,-0.0007,-0.014,"elapsed=0.10 mode=x_wave run_state=settle run_id=0 run_elapsed=0.00 xy_ref=[0.4100, 0.0260] link_xyz=[0.3685, 0.0264, 0.3763] link7_z_axis=[0.6547, 0.0244, -0.7555] tool_down_score=0.7555 tcp_z=0.3363 base_surface_z=0.3360 surface_source=settle surface_blend=0.000 surface_step=0.0000 surface_z=0.3360 eq_tcp_z=0.3300 tcp_eq_err=0.0063 bump_center=[0.3920, 0.0260] penetration=-0.0003 fz_virtual_N=0.000 desired_fz_N=6.000 force_error_N=-6.000 control_rate_hz=30.00 normal_mass=1.500 normal_damping=65.000 surface_stiffness=1000.000 surface_damping=12.000 max_z_velocity=0.0140 max_xy_velocity=0.0180 line_length=0.1800 line_speed=0.0060 line_turn_time=0.500 wave_height=0.0200 wave_cycles=2.000 surface_blend_time=2.000 vz_raw=-0.0140 vz_admittance=-0.0140 tcp_limit=free cartesian_velocity=[0.0180, -0.0007, -0.0140] xy_ref_vx=0.0000 xy_ref_vy=0.0000 x_error=0.0415 y_error=-0.0004 xy_error=0.0415 qdot_max=0.0586 min_singular=0.11095 joint_error_max=0.0057"
2026-07-11T11:10:31.335,16.082,0,x_wave,settle,settle,free,0.13,0.0,0.0,0.7555,0.3362,0.336,0.0,0.0,0.336,0.33,0.0062,-0.0002,0.0,6.0,-6.0,30.0,1.5,65.0,1000.0,12.0,0.014,0.018,0.18,0.006,0.5,0.02,2.0,2.0,-0.014,-0.014,0.0,0.0,0.0413,-0.0004,0.0413,0.0586,0.11094,0.0073,0.41,0.026,0.3687,0.0264,0.3762,0.6547,0.0244,-0.7555,0.392,0.026,0.018,-0.0007,-0.014,"elapsed=0.13 mode=x_wave run_state=settle run_id=0 run_elapsed=0.00 xy_ref=[0.4100, 0.0260] link_xyz=[0.3687, 0.0264, 0.3762] link7_z_axis=[0.6547, 0.0244, -0.7555] tool_down_score=0.7555 tcp_z=0.3362 base_surface_z=0.3360 surface_source=settle surface_blend=0.000 surface_step=0.0000 surface_z=0.3360 eq_tcp_z=0.3300 tcp_eq_err=0.0062 bump_center=[0.3920, 0.0260] penetration=-0.0002 fz_virtual_N=0.000 desired_fz_N=6.000 force_error_N=-6.000 control_rate_hz=30.00 normal_mass=1.500 normal_damping=65.000 surface_stiffness=1000.000 surface_damping=12.000 max_z_velocity=0.0140 max_xy_velocity=0.0180 line_length=0.1800 line_speed=0.0060 line_turn_time=0.500 wave_height=0.0200 wave_cycles=2.000 surface_blend_time=2.000 vz_raw=-0.0140 vz_admittance=-0.0140 tcp_limit=free cartesian_velocity=[0.0180, -0.0007, -0.0140] xy_ref_vx=0.0000 xy_ref_vy=0.0000 x_error=0.0413 y_error=-0.0004 xy_error=0.0413 qdot_max=0.0586 min_singular=0.11094 joint_error_max=0.0073"
2026-07-11T11:10:31.362,16.111,0,x_wave,settle,settle,free,0.17,0.0,0.0,0.7555,0.3361,0.336,0.0,0.0,0.336,0.33,0.0061,-0.0001,0.0,6.0,-6.0,30.0,1.5,65.0,1000.0,12.0,0.014,0.018,0.18,0.006,0.5,0.02,2.0,2.0,-0.014,-0.014,0.0,0.0,0.0412,-0.0004,0.0412,0.0586,0.11093,0.008,0.41,0.026,0.3688,0.0264,0.3761,0.6547,0.0244,-0.7555,0.392,0.026,0.018,-0.0006,-0.014,"elapsed=0.17 mode=x_wave run_state=settle run_id=0 run_elapsed=0.00 xy_ref=[0.4100, 0.0260] link_xyz=[0.3688, 0.0264, 0.3761] link7_z_axis=[0.6547, 0.0244, -0.7555] tool_down_score=0.7555 tcp_z=0.3361 base_surface_z=0.3360 surface_source=settle surface_blend=0.000 surface_step=0.0000 surface_z=0.3360 eq_tcp_z=0.3300 tcp_eq_err=0.0061 bump_center=[0.3920, 0.0260] penetration=-0.0001 fz_virtual_N=0.000 desired_fz_N=6.000 force_error_N=-6.000 control_rate_hz=30.00 normal_mass=1.500 normal_damping=65.000 surface_stiffness=1000.000 surface_damping=12.000 max_z_velocity=0.0140 max_xy_velocity=0.0180 line_length=0.1800 line_speed=0.0060 line_turn_time=0.500 wave_height=0.0200 wave_cycles=2.000 surface_blend_time=2.000 vz_raw=-0.0140 vz_admittance=-0.0140 tcp_limit=free cartesian_velocity=[0.0180, -0.0006, -0.0140] xy_ref_vx=0.0000 xy_ref_vy=0.0000 x_error=0.0412 y_error=-0.0004 xy_error=0.0412 qdot_max=0.0586 min_singular=0.11093 joint_error_max=0.0080"
2026-07-11T11:10:31.387,16.14,0,x_wave,settle,settle,free,0.2,0.0,0.0,0.7555,0.3357,0.336,0.0,0.0,0.336,0.33,0.0057,0.0003,0.38,6.0,-5.62,30.0,1.5,65.0,1000.0,12.0,0.014,0.018,0.18,0.006,0.5,0.02,2.0,2.0,-0.014,-0.014,0.0,0.0,0.0408,-0.0003,0.0408,0.0587,0.11092,0.0091,0.41,0.026,0.3692,0.0263,0.3757,0.6547,0.0244,-0.7555,0.392,0.026,0.018,-0.0006,-0.014,"elapsed=0.20 mode=x_wave run_state=settle run_id=0 run_elapsed=0.00 xy_ref=[0.4100, 0.0260] link_xyz=[0.3692, 0.0263, 0.3757] link7_z_axis=[0.6547, 0.0244, -0.7555] tool_down_score=0.7555 tcp_z=0.3357 base_surface_z=0.3360 surface_source=settle surface_blend=0.000 surface_step=0.0000 surface_z=0.3360 eq_tcp_z=0.3300 tcp_eq_err=0.0057 bump_center=[0.3920, 0.0260] penetration=0.0003 fz_virtual_N=0.380 desired_fz_N=6.000 force_error_N=-5.620 control_rate_hz=30.00 normal_mass=1.500 normal_damping=65.000 surface_stiffness=1000.000 surface_damping=12.000 max_z_velocity=0.0140 max_xy_velocity=0.0180 line_length=0.1800 line_speed=0.0060 line_turn_time=0.500 wave_height=0.0200 wave_cycles=2.000 surface_blend_time=2.000 vz_raw=-0.0140 vz_admittance=-0.0140 tcp_limit=free cartesian_velocity=[0.0180, -0.0006, -0.0140] xy_ref_vx=0.0000 xy_ref_vy=0.0000 x_error=0.0408 y_error=-0.0003 xy_error=0.0408 qdot_max=0.0587 min_singular=0.11092 joint_error_max=0.0091"
2026-07-11T11:10:31.432,16.181,0,x_wave,settle,settle,free,0.24,0.0,0.0,0.7555,0.3353,0.336,0.0,0.0,0.336,0.33,0.0053,0.0007,0.802,6.0,-5.198,30.0,1.5,65.0,1000.0,12.0,0.014,0.018,0.18,0.006,0.5,0.02,2.0,2.0,-0.014,-0.014,0.0,0.0,0.0403,-0.0003,0.0403,0.0588,0.11089,0.0085,0.41,0.026,0.3697,0.0263,0.3753,0.6547,0.0244,-0.7555,0.392,0.026,0.018,-0.0005,-0.014,"elapsed=0.24 mode=x_wave run_state=settle run_id=0 run_elapsed=0.00 xy_ref=[0.4100, 0.0260] link_xyz=[0.3697, 0.0263, 0.3753] link7_z_axis=[0.6547, 0.0244, -0.7555] tool_down_score=0.7555 tcp_z=0.3353 base_surface_z=0.3360 surface_source=settle surface_blend=0.000 surface_step=0.0000 surface_z=0.3360 eq_tcp_z=0.3300 tcp_eq_err=0.0053 bump_center=[0.3920, 0.0260] penetration=0.0007 fz_virtual_N=0.802 desired_fz_N=6.000 force_error_N=-5.198 control_rate_hz=30.00 normal_mass=1.500 normal_damping=65.000 surface_stiffness=1000.000 surface_damping=12.000 max_z_velocity=0.0140 max_xy_velocity=0.0180 line_length=0.1800 line_speed=0.0060 line_turn_time=0.500 wave_height=0.0200 wave_cycles=2.000 surface_blend_time=2.000 vz_raw=-0.0140 vz_admittance=-0.0140 tcp_limit=free cartesian_velocity=[0.0180, -0.0005, -0.0140] xy_ref_vx=0.0000 xy_ref_vy=0.0000 x_error=0.0403 y_error=-0.0003 xy_error=0.0403 qdot_max=0.0588 min_singular=0.11089 joint_error_max=0.0085"
2026-07-11T11:10:31.456,16.203,0,x_wave,settle,settle,free,0.27,0.0,0.0,0.7555,0.3349,0.336,0.0,0.0,0.336,0.33,0.0049,0.0011,1.356,6.0,-4.644,30.0,1.5,65.0,1000.0,12.0,0.014,0.018,0.18,0.006,0.5,0.02,2.0,2.0,-0.014,-0.014,0.0,0.0,0.0397,-0.0003,0.0397,0.0588,0.11088,0.009,0.41,0.026,0.3703,0.0263,0.3749,0.6547,0.0244,-0.7555,0.392,0.026,0.018,-0.0005,-0.014,"elapsed=0.27 mode=x_wave run_state=settle run_id=0 run_elapsed=0.00 xy_ref=[0.4100, 0.0260] link_xyz=[0.3703, 0.0263, 0.3749] link7_z_axis=[0.6547, 0.0244, -0.7555] tool_down_score=0.7555 tcp_z=0.3349 base_surface_z=0.3360 surface_source=settle surface_blend=0.000 surface_step=0.0000 surface_z=0.3360 eq_tcp_z=0.3300 tcp_eq_err=0.0049 bump_center=[0.3920, 0.0260] penetration=0.0011 fz_virtual_N=1.356 desired_fz_N=6.000 force_error_N=-4.644 control_rate_hz=30.00 normal_mass=1.500 normal_damping=65.000 surface_stiffness=1000.000 surface_damping=12.000 max_z_velocity=0.0140 max_xy_velocity=0.0180 line_length=0.1800 line_speed=0.0060 line_turn_time=0.500 wave_height=0.0200 wave_cycles=2.000 surface_blend_time=2.000 vz_raw=-0.0140 vz_admittance=-0.0140 tcp_limit=free cartesian_velocity=[0.0180, -0.0005, -0.0140] xy_ref_vx=0.0000 xy_ref_vy=0.0000 x_error=0.0397 y_error=-0.0003 xy_error=0.0397 qdot_max=0.0588 min_singular=0.11088 joint_error_max=0.0090"
2026-07-11T11:10:31.486,16.237,0,x_wave,settle,settle,free,0.3,0.0,0.0,0.7555,0.3346,0.336,0.0,0.0,0.336,0.33,0.0046,0.0014,1.48,6.0,-4.52,30.0,1.5,65.0,1000.0,12.0,0.014,0.018,0.18,0.006,0.5,0.02,2.0,2.0,-0.014,-0.014,0.0,0.0,0.0394,-0.0003,0.0394,0.0589,0.11085,0.0086,0.41,0.026,0.3706,0.0263,0.3746,0.6547,0.0244,-0.7555,0.392,0.026,0.018,-0.0005,-0.014,"elapsed=0.30 mode=x_wave run_state=settle run_id=0 run_elapsed=0.00 xy_ref=[0.4100, 0.0260] link_xyz=[0.3706, 0.0263, 0.3746] link7_z_axis=[0.6547, 0.0244, -0.7555] tool_down_score=0.7555 tcp_z=0.3346 base_surface_z=0.3360 surface_source=settle surface_blend=0.000 surface_step=0.0000 surface_z=0.3360 eq_tcp_z=0.3300 tcp_eq_err=0.0046 bump_center=[0.3920, 0.0260] penetration=0.0014 fz_virtual_N=1.480 desired_fz_N=6.000 force_error_N=-4.520 control_rate_hz=30.00 normal_mass=1.500 normal_damping=65.000 surface_stiffness=1000.000 surface_damping=12.000 max_z_velocity=0.0140 max_xy_velocity=0.0180 line_length=0.1800 line_speed=0.0060 line_turn_time=0.500 wave_height=0.0200 wave_cycles=2.000 surface_blend_time=2.000 vz_raw=-0.0140 vz_admittance=-0.0140 tcp_limit=free cartesian_velocity=[0.0180, -0.0005, -0.0140] xy_ref_vx=0.0000 xy_ref_vy=0.0000 x_error=0.0394 y_error=-0.0003 xy_error=0.0394 qdot_max=0.0589 min_singular=0.11085 joint_error_max=0.0086"
2026-07-11T11:10:31.523,16.276,0,x_wave,settle,settle,free,0.33,0.0,0.0,0.7555,0.3341,0.336,0.0,0.0,0.336,0.33,0.0041,0.0019,2.075,6.0,-3.925,30.0,1.5,65.0,1000.0,12.0,0.014,0.018,0.18,0.006,0.5,0.02,2.0,2.0,-0.014,-0.014,0.0,0.0,0.0388,-0.0002,0.0388,0.0589,0.11084,0.0094,0.41,0.026,0.3712,0.0262,0.3741,0.6547,0.0244,-0.7555,0.392,0.026,0.018,-0.0004,-0.014,"elapsed=0.33 mode=x_wave run_state=settle run_id=0 run_elapsed=0.00 xy_ref=[0.4100, 0.0260] link_xyz=[0.3712, 0.0262, 0.3741] link7_z_axis=[0.6547, 0.0244, -0.7555] tool_down_score=0.7555 tcp_z=0.3341 base_surface_z=0.3360 surface_source=settle surface_blend=0.000 surface_step=0.0000 surface_z=0.3360 eq_tcp_z=0.3300 tcp_eq_err=0.0041 bump_center=[0.3920, 0.0260] penetration=0.0019 fz_virtual_N=2.075 desired_fz_N=6.000 force_error_N=-3.925 control_rate_hz=30.00 normal_mass=1.500 normal_damping=65.000 surface_stiffness=1000.000 surface_damping=12.000 max_z_velocity=0.0140 max_xy_velocity=0.0180 line_length=0.1800 line_speed=0.0060 line_turn_time=0.500 wave_height=0.0200 wave_cycles=2.000 surface_blend_time=2.000 vz_raw=-0.0140 vz_admittance=-0.0140 tcp_limit=free cartesian_velocity=[0.0180, -0.0004, -0.0140] xy_ref_vx=0.0000 xy_ref_vy=0.0000 x_error=0.0388 y_error=-0.0002 xy_error=0.0388 qdot_max=0.0589 min_singular=0.11084 joint_error_max=0.0094"
2026-07-11T11:10:31.561,16.305,0,x_wave,settle,settle,free,0.37,0.0,0.0,0.7555,0.3336,0.336,0.0,0.0,0.336,0.33,0.0036,0.0024,2.596,6.0,-3.404,30.0,1.5,65.0,1000.0,12.0,0.014,0.018,0.18,0.006,0.5,0.02,2.0,2.0,-0.014,-0.014,0.0,0.0,0.0382,-0.0002,0.0382,0.059,0.11081,0.009,0.41,0.026,0.3718,0.0262,0.3736,0.6547,0.0244,-0.7555,0.392,0.026,0.018,-0.0004,-0.014,"elapsed=0.37 mode=x_wave run_state=settle run_id=0 run_elapsed=0.00 xy_ref=[0.4100, 0.0260] link_xyz=[0.3718, 0.0262, 0.3736] link7_z_axis=[0.6547, 0.0244, -0.7555] tool_down_score=0.7555 tcp_z=0.3336 base_surface_z=0.3360 surface_source=settle surface_blend=0.000 surface_step=0.0000 surface_z=0.3360 eq_tcp_z=0.3300 tcp_eq_err=0.0036 bump_center=[0.3920, 0.0260] penetration=0.0024 fz_virtual_N=2.596 desired_fz_N=6.000 force_error_N=-3.404 control_rate_hz=30.00 normal_mass=1.500 normal_damping=65.000 surface_stiffness=1000.000 surface_damping=12.000 max_z_velocity=0.0140 max_xy_velocity=0.0180 line_length=0.1800 line_speed=0.0060 line_turn_time=0.500 wave_height=0.0200 wave_cycles=2.000 surface_blend_time=2.000 vz_raw=-0.0140 vz_admittance=-0.0140 tcp_limit=free cartesian_velocity=[0.0180, -0.0004, -0.0140] xy_ref_vx=0.0000 xy_ref_vy=0.0000 x_error=0.0382 y_error=-0.0002 xy_error=0.0382 qdot_max=0.0590 min_singular=0.11081 joint_error_max=0.0090"
