run_id,M_kg,D_Ns_m,Fd_N,wave_height_m,line_speed_m_s,samples,duration_s,sample_hz,missing_values,duplicate_times,time_reversals,parameter_changes,quality,force_mean_N,force_bias_N,force_rms_N,force_peak_steady_N,force_peak_all_N,eq_rms_mm,eq_max_mm,vz_peak_m_s,vz_sat_pct,xy_rms_mm,xy_max_mm,fz_min_N,contact_loss_pct,x_span_mm,surface_span_mm,min_singular,joint_error_max_rad,acceptance
1,1.5,65.0,6.0,0.014,0.005,2159,71.94,29.997219905476786,0,0,0,0,PASS,5.978514925373138,-0.02148507462686222,0.2491138373918633,0.531,0.531,0.25884358211089525,0.6,0.0081,0.0,3.221864822633514,7.4,5.469,0.0,173.0,14.0,0.03692,0.0092,PASS
