run_id,M_kg,D_Ns_m,Fd_N,wave_height_m,line_speed_m_s,max_xy_velocity_m_s,samples,duration_s,sample_hz,missing_values,duplicate_times,time_reversals,parameter_changes,quality,force_mean_N,force_bias_N,force_rms_N,force_peak_steady_N,force_peak_all_N,eq_rms_mm,eq_max_mm,vz_peak_m_s,vz_sat_pct,x_rms_mm,x_max_mm,y_rms_mm,y_max_mm,xy_rms_mm,xy_max_mm,fz_min_N,contact_loss_pct,x_span_mm,surface_span_mm,min_singular,joint_error_max_rad,acceptance
1,1.5,65.0,6.0,0.02,0.006,0.01800000000000048,1830,60.97,29.99835984910612,0,0,0,0,PASS,5.962328375966689,-0.03767162403331081,0.3533046741021342,0.764,0.764,0.3758155913676979,0.8,0.0117,0.0,3.159313399154109,6.4,0.22550096256246477,0.4,3.1674457644968266,6.4,5.236,0.0,174.10000000000002,20.0,0.03488,0.0119,CHECK
