run_id,M_kg,D_Ns_m,Fd_N,wave_height_m,line_speed_m_s,samples,duration_s,sample_hz,missing_values,duplicate_times,time_reversals,parameter_changes,quality,force_mean_N,force_bias_N,force_rms_N,force_peak_steady_N,force_peak_all_N,eq_rms_mm,eq_max_mm,vz_peak_m_s,vz_sat_pct,xy_rms_mm,xy_max_mm,fz_min_N,contact_loss_pct,x_span_mm,surface_span_mm,min_singular,joint_error_max_rad,acceptance
1,1.5,65.0,6.0,0.02,0.006,1799,59.94,29.996663329996665,0,0,0,0,PASS,5.964092121212124,-0.03590787878787616,0.3372039523115726,0.633,0.636,0.36003366845927676,0.7,0.0097,0.0,6.854225416530031,14.0,5.368,0.0,168.9,20.0,0.04029,0.0099,CHECK
