run_id,M_kg,D_Ns_m,Fd_N,wave_height_m,line_speed_m_s,samples,duration_s,sample_hz,missing_values,duplicate_times,time_reversals,parameter_changes,quality,force_mean_N,force_bias_N,force_rms_N,force_peak_steady_N,force_peak_all_N,eq_rms_mm,eq_max_mm,vz_peak_m_s,vz_sat_pct,xy_rms_mm,xy_max_mm,fz_min_N,contact_loss_pct,x_span_mm,surface_span_mm,min_singular,joint_error_max_rad,acceptance
1,1.5,65.0,6.0,0.02,0.004,2699,89.94,29.997776295307983,0,0,0,0,PASS,5.985106274509798,-0.014893725490201959,0.24470160379932274,0.501,0.501,0.26254411394031907,0.5,0.0076,0.0,2.1893055573695963,5.3,5.499,0.0,174.9,20.0,0.03459,0.0077,PASS
