run_id,M_kg,D_Ns_m,Fd_N,wave_height_m,line_speed_m_s,max_xy_velocity_m_s,command_horizon_s,lead_time_s,samples,duration_s,sample_hz,missing_values,duplicate_times,time_reversals,parameter_changes,quality,force_mean_N,force_bias_N,force_rms_N,force_peak_steady_N,force_peak_all_N,eq_rms_mm,eq_max_mm,vz_peak_m_s,vz_sat_pct,x_rms_mm,x_max_mm,y_rms_mm,y_max_mm,xy_rms_mm,xy_max_mm,fz_min_N,contact_loss_pct,x_span_mm,surface_span_mm,min_singular,joint_error_max_rad,acceptance
1,1.5,65.0,6.0,0.008,0.004,0.018000000000000547,0.09999999999999763,0.030000000000000856,2729,90.94,29.997800747745767,0,0,0,0,PASS,5.9906554263565885,-0.009344573643411458,0.18557120386909784,0.457,0.457,0.193288554022939,0.5,0.007,0.0,2.2506011255565963,5.7,0.1586278370831371,0.3,2.256241128737748,5.7,5.64,0.0,174.70000000000002,8.0,0.0351,0.0053,PASS
