wall_time,ros_time,reset_index,mode,run_state,surface_source,tcp_limit,stamp_mode,elapsed,run_id,run_elapsed,tool_down_score,tcp_z,base_surface_z,surface_blend,surface_step,surface_z,eq_tcp_z,tcp_eq_err,penetration,fz_virtual_N,desired_fz_N,force_error_N,control_rate_hz,command_horizon,lead_time,normal_mass,normal_damping,surface_stiffness,surface_damping,max_z_velocity,max_xy_velocity,line_length,line_speed,line_turn_time,wave_height,wave_cycles,surface_blend_time,vz_raw,vz_admittance,xy_ref_vx,xy_ref_vy,x_error,y_error,xy_error,qdot_max,min_singular,joint_error_max,xy_ref_x,xy_ref_y,link_x,link_y,link_z,link7_z_axis_x,link7_z_axis_y,link7_z_axis_z,bump_center_x,bump_center_y,vx_command,vy_command,vz_command,raw_state
2026-07-13T14:21:52.915,16.416,0,x_wave,settle,settle,free,future,0.07,1.0,0.0,0.7556,0.3363,0.336,0.0,0.0,0.336,0.33,0.0063,-0.0003,0.0,6.0,-6.0,30.0,0.1,0.03,1.5,65.0,1000.0,12.0,0.014,0.018,0.18,0.004,0.5,0.008,2.0,2.0,-0.014,-0.014,0.0,0.0,0.0415,-0.0003,0.0415,0.0586,0.11094,0.0041,0.41,0.026,0.3685,0.0263,0.3763,0.6546,0.0244,-0.7556,0.392,0.026,0.018,-0.0006,-0.014,"elapsed=0.07 mode=x_wave run_state=settle run_id=1 run_elapsed=0.00 xy_ref=[0.4100, 0.0260] link_xyz=[0.3685, 0.0263, 0.3763] link7_z_axis=[0.6546, 0.0244, -0.7556] tool_down_score=0.7556 tcp_z=0.3363 base_surface_z=0.3360 surface_source=settle surface_blend=0.000 surface_step=0.0000 surface_z=0.3360 eq_tcp_z=0.3300 tcp_eq_err=0.0063 bump_center=[0.3920, 0.0260] penetration=-0.0003 fz_virtual_N=0.000 desired_fz_N=6.000 force_error_N=-6.000 control_rate_hz=30.00 command_horizon=0.100 lead_time=0.030 stamp_mode=future normal_mass=1.500 normal_damping=65.000 surface_stiffness=1000.000 surface_damping=12.000 max_z_velocity=0.0140 max_xy_velocity=0.0180 line_length=0.1800 line_speed=0.0040 line_turn_time=0.500 wave_height=0.0080 wave_cycles=2.000 surface_blend_time=2.000 vz_raw=-0.0140 vz_admittance=-0.0140 tcp_limit=free cartesian_velocity=[0.0180, -0.0006, -0.0140] xy_ref_vx=0.0000 xy_ref_vy=0.0000 x_error=0.0415 y_error=-0.0003 xy_error=0.0415 qdot_max=0.0586 min_singular=0.11094 joint_error_max=0.0041"
2026-07-13T14:21:52.926,16.447,0,x_wave,settle,settle,free,future,0.1,1.0,0.0,0.7556,0.3362,0.336,0.0,0.0,0.336,0.33,0.0062,-0.0002,0.0,6.0,-6.0,30.0,0.1,0.03,1.5,65.0,1000.0,12.0,0.014,0.018,0.18,0.004,0.5,0.008,2.0,2.0,-0.014,-0.014,0.0,0.0,0.0414,-0.0003,0.0414,0.0586,0.11094,0.0057,0.41,0.026,0.3686,0.0263,0.3762,0.6546,0.0244,-0.7556,0.392,0.026,0.018,-0.0006,-0.014,"elapsed=0.10 mode=x_wave run_state=settle run_id=1 run_elapsed=0.00 xy_ref=[0.4100, 0.0260] link_xyz=[0.3686, 0.0263, 0.3762] link7_z_axis=[0.6546, 0.0244, -0.7556] tool_down_score=0.7556 tcp_z=0.3362 base_surface_z=0.3360 surface_source=settle surface_blend=0.000 surface_step=0.0000 surface_z=0.3360 eq_tcp_z=0.3300 tcp_eq_err=0.0062 bump_center=[0.3920, 0.0260] penetration=-0.0002 fz_virtual_N=0.000 desired_fz_N=6.000 force_error_N=-6.000 control_rate_hz=30.00 command_horizon=0.100 lead_time=0.030 stamp_mode=future normal_mass=1.500 normal_damping=65.000 surface_stiffness=1000.000 surface_damping=12.000 max_z_velocity=0.0140 max_xy_velocity=0.0180 line_length=0.1800 line_speed=0.0040 line_turn_time=0.500 wave_height=0.0080 wave_cycles=2.000 surface_blend_time=2.000 vz_raw=-0.0140 vz_admittance=-0.0140 tcp_limit=free cartesian_velocity=[0.0180, -0.0006, -0.0140] xy_ref_vx=0.0000 xy_ref_vy=0.0000 x_error=0.0414 y_error=-0.0003 xy_error=0.0414 qdot_max=0.0586 min_singular=0.11094 joint_error_max=0.0057"
2026-07-13T14:21:52.960,16.48,0,x_wave,settle,settle,free,future,0.13,1.0,0.0,0.7556,0.336,0.336,0.0,0.0,0.336,0.33,0.006,0.0,0.126,6.0,-5.874,30.0,0.1,0.03,1.5,65.0,1000.0,12.0,0.014,0.018,0.18,0.004,0.5,0.008,2.0,2.0,-0.014,-0.014,0.0,0.0,0.0411,-0.0003,0.0411,0.0586,0.11093,0.0064,0.41,0.026,0.3689,0.0263,0.376,0.6546,0.0244,-0.7556,0.392,0.026,0.018,-0.0006,-0.014,"elapsed=0.13 mode=x_wave run_state=settle run_id=1 run_elapsed=0.00 xy_ref=[0.4100, 0.0260] link_xyz=[0.3689, 0.0263, 0.3760] link7_z_axis=[0.6546, 0.0244, -0.7556] tool_down_score=0.7556 tcp_z=0.3360 base_surface_z=0.3360 surface_source=settle surface_blend=0.000 surface_step=0.0000 surface_z=0.3360 eq_tcp_z=0.3300 tcp_eq_err=0.0060 bump_center=[0.3920, 0.0260] penetration=0.0000 fz_virtual_N=0.126 desired_fz_N=6.000 force_error_N=-5.874 control_rate_hz=30.00 command_horizon=0.100 lead_time=0.030 stamp_mode=future normal_mass=1.500 normal_damping=65.000 surface_stiffness=1000.000 surface_damping=12.000 max_z_velocity=0.0140 max_xy_velocity=0.0180 line_length=0.1800 line_speed=0.0040 line_turn_time=0.500 wave_height=0.0080 wave_cycles=2.000 surface_blend_time=2.000 vz_raw=-0.0140 vz_admittance=-0.0140 tcp_limit=free cartesian_velocity=[0.0180, -0.0006, -0.0140] xy_ref_vx=0.0000 xy_ref_vy=0.0000 x_error=0.0411 y_error=-0.0003 xy_error=0.0411 qdot_max=0.0586 min_singular=0.11093 joint_error_max=0.0064"
2026-07-13T14:21:52.993,16.514,0,x_wave,settle,settle,free,future,0.17,1.0,0.0,0.7556,0.3358,0.336,0.0,0.0,0.336,0.33,0.0058,0.0002,0.311,6.0,-5.689,30.0,0.1,0.03,1.5,65.0,1000.0,12.0,0.014,0.018,0.18,0.004,0.5,0.008,2.0,2.0,-0.014,-0.014,0.0,0.0,0.0408,-0.0003,0.0408,0.0587,0.11091,0.0063,0.41,0.026,0.3692,0.0263,0.3758,0.6546,0.0244,-0.7556,0.392,0.026,0.018,-0.0006,-0.014,"elapsed=0.17 mode=x_wave run_state=settle run_id=1 run_elapsed=0.00 xy_ref=[0.4100, 0.0260] link_xyz=[0.3692, 0.0263, 0.3758] link7_z_axis=[0.6546, 0.0244, -0.7556] tool_down_score=0.7556 tcp_z=0.3358 base_surface_z=0.3360 surface_source=settle surface_blend=0.000 surface_step=0.0000 surface_z=0.3360 eq_tcp_z=0.3300 tcp_eq_err=0.0058 bump_center=[0.3920, 0.0260] penetration=0.0002 fz_virtual_N=0.311 desired_fz_N=6.000 force_error_N=-5.689 control_rate_hz=30.00 command_horizon=0.100 lead_time=0.030 stamp_mode=future normal_mass=1.500 normal_damping=65.000 surface_stiffness=1000.000 surface_damping=12.000 max_z_velocity=0.0140 max_xy_velocity=0.0180 line_length=0.1800 line_speed=0.0040 line_turn_time=0.500 wave_height=0.0080 wave_cycles=2.000 surface_blend_time=2.000 vz_raw=-0.0140 vz_admittance=-0.0140 tcp_limit=free cartesian_velocity=[0.0180, -0.0006, -0.0140] xy_ref_vx=0.0000 xy_ref_vy=0.0000 x_error=0.0408 y_error=-0.0003 xy_error=0.0408 qdot_max=0.0587 min_singular=0.11091 joint_error_max=0.0063"
2026-07-13T14:21:53.023,16.546,0,x_wave,settle,settle,free,future,0.2,1.0,0.0,0.7556,0.3353,0.336,0.0,0.0,0.336,0.33,0.0053,0.0007,0.89,6.0,-5.11,30.0,0.1,0.03,1.5,65.0,1000.0,12.0,0.014,0.018,0.18,0.004,0.5,0.008,2.0,2.0,-0.014,-0.014,0.0,0.0,0.0403,-0.0003,0.0403,0.0587,0.11089,0.0071,0.41,0.026,0.3697,0.0263,0.3753,0.6546,0.0244,-0.7556,0.392,0.026,0.018,-0.0005,-0.014,"elapsed=0.20 mode=x_wave run_state=settle run_id=1 run_elapsed=0.00 xy_ref=[0.4100, 0.0260] link_xyz=[0.3697, 0.0263, 0.3753] link7_z_axis=[0.6546, 0.0244, -0.7556] tool_down_score=0.7556 tcp_z=0.3353 base_surface_z=0.3360 surface_source=settle surface_blend=0.000 surface_step=0.0000 surface_z=0.3360 eq_tcp_z=0.3300 tcp_eq_err=0.0053 bump_center=[0.3920, 0.0260] penetration=0.0007 fz_virtual_N=0.890 desired_fz_N=6.000 force_error_N=-5.110 control_rate_hz=30.00 command_horizon=0.100 lead_time=0.030 stamp_mode=future normal_mass=1.500 normal_damping=65.000 surface_stiffness=1000.000 surface_damping=12.000 max_z_velocity=0.0140 max_xy_velocity=0.0180 line_length=0.1800 line_speed=0.0040 line_turn_time=0.500 wave_height=0.0080 wave_cycles=2.000 surface_blend_time=2.000 vz_raw=-0.0140 vz_admittance=-0.0140 tcp_limit=free cartesian_velocity=[0.0180, -0.0005, -0.0140] xy_ref_vx=0.0000 xy_ref_vy=0.0000 x_error=0.0403 y_error=-0.0003 xy_error=0.0403 qdot_max=0.0587 min_singular=0.11089 joint_error_max=0.0071"
2026-07-13T14:21:53.057,16.58,0,x_wave,settle,settle,free,future,0.23,1.0,0.0,0.7556,0.3348,0.336,0.0,0.0,0.336,0.33,0.0048,0.0012,1.404,6.0,-4.596,30.0,0.1,0.03,1.5,65.0,1000.0,12.0,0.014,0.018,0.18,0.004,0.5,0.008,2.0,2.0,-0.014,-0.014,0.0,0.0,0.0396,-0.0002,0.0396,0.0588,0.11087,0.0067,0.41,0.026,0.3704,0.0262,0.3748,0.6546,0.0244,-0.7556,0.392,0.026,0.018,-0.0004,-0.014,"elapsed=0.23 mode=x_wave run_state=settle run_id=1 run_elapsed=0.00 xy_ref=[0.4100, 0.0260] link_xyz=[0.3704, 0.0262, 0.3748] link7_z_axis=[0.6546, 0.0244, -0.7556] tool_down_score=0.7556 tcp_z=0.3348 base_surface_z=0.3360 surface_source=settle surface_blend=0.000 surface_step=0.0000 surface_z=0.3360 eq_tcp_z=0.3300 tcp_eq_err=0.0048 bump_center=[0.3920, 0.0260] penetration=0.0012 fz_virtual_N=1.404 desired_fz_N=6.000 force_error_N=-4.596 control_rate_hz=30.00 command_horizon=0.100 lead_time=0.030 stamp_mode=future normal_mass=1.500 normal_damping=65.000 surface_stiffness=1000.000 surface_damping=12.000 max_z_velocity=0.0140 max_xy_velocity=0.0180 line_length=0.1800 line_speed=0.0040 line_turn_time=0.500 wave_height=0.0080 wave_cycles=2.000 surface_blend_time=2.000 vz_raw=-0.0140 vz_admittance=-0.0140 tcp_limit=free cartesian_velocity=[0.0180, -0.0004, -0.0140] xy_ref_vx=0.0000 xy_ref_vy=0.0000 x_error=0.0396 y_error=-0.0002 xy_error=0.0396 qdot_max=0.0588 min_singular=0.11087 joint_error_max=0.0067"
2026-07-13T14:21:53.088,16.612,0,x_wave,settle,settle,free,future,0.27,1.0,0.0,0.7556,0.3343,0.336,0.0,0.0,0.336,0.33,0.0043,0.0017,1.921,6.0,-4.079,30.0,0.1,0.03,1.5,65.0,1000.0,12.0,0.014,0.018,0.18,0.004,0.5,0.008,2.0,2.0,-0.014,-0.014,0.0,0.0,0.039,-0.0002,0.039,0.0589,0.11084,0.0063,0.41,0.026,0.371,0.0262,0.3743,0.6546,0.0244,-0.7556,0.392,0.026,0.018,-0.0004,-0.014,"elapsed=0.27 mode=x_wave run_state=settle run_id=1 run_elapsed=0.00 xy_ref=[0.4100, 0.0260] link_xyz=[0.3710, 0.0262, 0.3743] link7_z_axis=[0.6546, 0.0244, -0.7556] tool_down_score=0.7556 tcp_z=0.3343 base_surface_z=0.3360 surface_source=settle surface_blend=0.000 surface_step=0.0000 surface_z=0.3360 eq_tcp_z=0.3300 tcp_eq_err=0.0043 bump_center=[0.3920, 0.0260] penetration=0.0017 fz_virtual_N=1.921 desired_fz_N=6.000 force_error_N=-4.079 control_rate_hz=30.00 command_horizon=0.100 lead_time=0.030 stamp_mode=future normal_mass=1.500 normal_damping=65.000 surface_stiffness=1000.000 surface_damping=12.000 max_z_velocity=0.0140 max_xy_velocity=0.0180 line_length=0.1800 line_speed=0.0040 line_turn_time=0.500 wave_height=0.0080 wave_cycles=2.000 surface_blend_time=2.000 vz_raw=-0.0140 vz_admittance=-0.0140 tcp_limit=free cartesian_velocity=[0.0180, -0.0004, -0.0140] xy_ref_vx=0.0000 xy_ref_vy=0.0000 x_error=0.0390 y_error=-0.0002 xy_error=0.0390 qdot_max=0.0589 min_singular=0.11084 joint_error_max=0.0063"
2026-07-13T14:21:53.120,16.646,0,x_wave,settle,settle,free,future,0.3,1.0,0.0,0.7556,0.334,0.336,0.0,0.0,0.336,0.33,0.004,0.002,2.081,6.0,-3.919,30.0,0.1,0.03,1.5,65.0,1000.0,12.0,0.014,0.018,0.18,0.004,0.5,0.008,2.0,2.0,-0.014,-0.014,0.0,0.0,0.0387,-0.0002,0.0387,0.0589,0.11083,0.0071,0.41,0.026,0.3713,0.0262,0.374,0.6546,0.0244,-0.7556,0.392,0.026,0.018,-0.0004,-0.014,"elapsed=0.30 mode=x_wave run_state=settle run_id=1 run_elapsed=0.00 xy_ref=[0.4100, 0.0260] link_xyz=[0.3713, 0.0262, 0.3740] link7_z_axis=[0.6546, 0.0244, -0.7556] tool_down_score=0.7556 tcp_z=0.3340 base_surface_z=0.3360 surface_source=settle surface_blend=0.000 surface_step=0.0000 surface_z=0.3360 eq_tcp_z=0.3300 tcp_eq_err=0.0040 bump_center=[0.3920, 0.0260] penetration=0.0020 fz_virtual_N=2.081 desired_fz_N=6.000 force_error_N=-3.919 control_rate_hz=30.00 command_horizon=0.100 lead_time=0.030 stamp_mode=future normal_mass=1.500 normal_damping=65.000 surface_stiffness=1000.000 surface_damping=12.000 max_z_velocity=0.0140 max_xy_velocity=0.0180 line_length=0.1800 line_speed=0.0040 line_turn_time=0.500 wave_height=0.0080 wave_cycles=2.000 surface_blend_time=2.000 vz_raw=-0.0140 vz_admittance=-0.0140 tcp_limit=free cartesian_velocity=[0.0180, -0.0004, -0.0140] xy_ref_vx=0.0000 xy_ref_vy=0.0000 x_error=0.0387 y_error=-0.0002 xy_error=0.0387 qdot_max=0.0589 min_singular=0.11083 joint_error_max=0.0071"
2026-07-13T14:21:53.154,16.68,0,x_wave,settle,settle,free,future,0.33,1.0,0.0,0.7556,0.3335,0.336,0.0,0.0,0.336,0.33,0.0035,0.0025,2.677,6.0,-3.323,30.0,0.1,0.03,1.5,65.0,1000.0,12.0,0.014,0.018,0.18,0.004,0.5,0.008,2.0,2.0,-0.014,-0.014,0.0,0.0,0.0381,-0.0002,0.0381,0.059,0.1108,0.0067,0.41,0.026,0.3719,0.0262,0.3735,0.6545,0.0244,-0.7556,0.392,0.026,0.018,-0.0003,-0.014,"elapsed=0.33 mode=x_wave run_state=settle run_id=1 run_elapsed=0.00 xy_ref=[0.4100, 0.0260] link_xyz=[0.3719, 0.0262, 0.3735] link7_z_axis=[0.6545, 0.0244, -0.7556] tool_down_score=0.7556 tcp_z=0.3335 base_surface_z=0.3360 surface_source=settle surface_blend=0.000 surface_step=0.0000 surface_z=0.3360 eq_tcp_z=0.3300 tcp_eq_err=0.0035 bump_center=[0.3920, 0.0260] penetration=0.0025 fz_virtual_N=2.677 desired_fz_N=6.000 force_error_N=-3.323 control_rate_hz=30.00 command_horizon=0.100 lead_time=0.030 stamp_mode=future normal_mass=1.500 normal_damping=65.000 surface_stiffness=1000.000 surface_damping=12.000 max_z_velocity=0.0140 max_xy_velocity=0.0180 line_length=0.1800 line_speed=0.0040 line_turn_time=0.500 wave_height=0.0080 wave_cycles=2.000 surface_blend_time=2.000 vz_raw=-0.0140 vz_admittance=-0.0140 tcp_limit=free cartesian_velocity=[0.0180, -0.0003, -0.0140] xy_ref_vx=0.0000 xy_ref_vy=0.0000 x_error=0.0381 y_error=-0.0002 xy_error=0.0381 qdot_max=0.0590 min_singular=0.11080 joint_error_max=0.0067"
2026-07-13T14:21:53.188,16.713,0,x_wave,settle,settle,free,future,0.37,1.0,0.0,0.7556,0.333,0.336,0.0,0.0,0.336,0.33,0.003,0.003,3.188,6.0,-2.812,30.0,0.1,0.03,1.5,65.0,1000.0,12.0,0.014,0.018,0.18,0.004,0.5,0.008,2.0,2.0,-0.014,-0.014,0.0,0.0,0.0375,-0.0002,0.0375,0.0591,0.11077,0.0063,0.41,0.026,0.3725,0.0262,0.373,0.6545,0.0244,-0.7556,0.392,0.026,0.018,-0.0003,-0.014,"elapsed=0.37 mode=x_wave run_state=settle run_id=1 run_elapsed=0.00 xy_ref=[0.4100, 0.0260] link_xyz=[0.3725, 0.0262, 0.3730] link7_z_axis=[0.6545, 0.0244, -0.7556] tool_down_score=0.7556 tcp_z=0.3330 base_surface_z=0.3360 surface_source=settle surface_blend=0.000 surface_step=0.0000 surface_z=0.3360 eq_tcp_z=0.3300 tcp_eq_err=0.0030 bump_center=[0.3920, 0.0260] penetration=0.0030 fz_virtual_N=3.188 desired_fz_N=6.000 force_error_N=-2.812 control_rate_hz=30.00 command_horizon=0.100 lead_time=0.030 stamp_mode=future normal_mass=1.500 normal_damping=65.000 surface_stiffness=1000.000 surface_damping=12.000 max_z_velocity=0.0140 max_xy_velocity=0.0180 line_length=0.1800 line_speed=0.0040 line_turn_time=0.500 wave_height=0.0080 wave_cycles=2.000 surface_blend_time=2.000 vz_raw=-0.0140 vz_admittance=-0.0140 tcp_limit=free cartesian_velocity=[0.0180, -0.0003, -0.0140] xy_ref_vx=0.0000 xy_ref_vy=0.0000 x_error=0.0375 y_error=-0.0002 xy_error=0.0375 qdot_max=0.0591 min_singular=0.11077 joint_error_max=0.0063"
