run_id,M_kg,D_Ns_m,Fd_N,samples,duration_s,sample_hz,missing_values,duplicate_times,time_reversals,parameter_changes,quality,force_mean_N,force_bias_N,force_rms_N,force_peak_steady_N,force_peak_all_N,eq_rms_mm,eq_max_mm,vz_peak_m_s,vz_sat_pct,xy_rms_mm,xy_max_mm,fz_min_N,contact_loss_pct,x_span_mm,surface_span_mm,min_singular,joint_error_max_rad,acceptance
1,0.75,65.0,6.0,1349,44.94,29.99554962171785,0,0,0,0,PASS,5.974371666666676,-0.025628333333323816,0.25879213022552805,0.388,0.388,0.26904150856946507,0.4,0.006,0.0,3.1034658045482058,5.7,5.612,0.0,92.39999999999998,14.0,0.03521,0.0074,PASS
