run_id,M_kg,D_Ns_m,Fd_N,wave_height_m,line_speed_m_s,samples,duration_s,sample_hz,missing_values,duplicate_times,time_reversals,parameter_changes,quality,force_mean_N,force_bias_N,force_rms_N,force_peak_steady_N,force_peak_all_N,eq_rms_mm,eq_max_mm,vz_peak_m_s,vz_sat_pct,x_rms_mm,x_max_mm,y_rms_mm,y_max_mm,xy_rms_mm,xy_max_mm,fz_min_N,contact_loss_pct,x_span_mm,surface_span_mm,min_singular,joint_error_max_rad,acceptance
1,1.5,65.0,6.0,0.014,0.006,1829,60.94,29.996718083360683,0,0,0,0,PASS,5.968847619047621,-0.0311523809523786,0.29707536521739314,0.596,0.596,0.3114291175180893,0.6,0.0091,0.0,3.1758669607495573,6.8999999999999995,0.2338344958054142,0.4,3.1836739408903783,6.8999999999999995,5.404,0.0,173.8,14.0,0.03559,0.01,PASS
