run_id,M_kg,D_Ns_m,Fd_N,wave_height_m,line_speed_m_s,samples,duration_s,sample_hz,missing_values,duplicate_times,time_reversals,parameter_changes,quality,force_mean_N,force_bias_N,force_rms_N,force_peak_steady_N,force_peak_all_N,eq_rms_mm,eq_max_mm,vz_peak_m_s,vz_sat_pct,xy_rms_mm,xy_max_mm,fz_min_N,contact_loss_pct,x_span_mm,surface_span_mm,min_singular,joint_error_max_rad,acceptance
1,1.5,65.0,6.0,0.014,0.003,3599,119.94,29.998332499583125,0,0,0,0,PASS,5.993690724637681,-0.006309275362318623,0.15917474583031382,0.36,0.36,0.17255118963217286,0.4,0.0055,0.0,1.7159617238391982,4.6,5.708,0.0,175.60000000000002,14.0,0.03396,0.0076,PASS
