run_id,M_kg,D_Ns_m,Fd_N,wave_height_m,line_speed_m_s,max_xy_velocity_m_s,command_horizon_s,lead_time_s,samples,duration_s,sample_hz,missing_values,duplicate_times,time_reversals,parameter_changes,quality,force_mean_N,force_bias_N,force_rms_N,force_peak_steady_N,force_peak_all_N,eq_rms_mm,eq_max_mm,vz_peak_m_s,vz_sat_pct,x_rms_mm,x_max_mm,y_rms_mm,y_max_mm,xy_rms_mm,xy_max_mm,fz_min_N,contact_loss_pct,x_span_mm,surface_span_mm,min_singular,joint_error_max_rad,acceptance
1,1.5,65.0,6.0,0.02,0.006,0.01800000000000048,0.09999999999999666,0.03000000000000072,1829,60.94,29.996718083360683,0,0,0,0,PASS,5.9625523809523875,-0.03744761904761251,0.3506720554537964,0.752,0.752,0.37360056337267866,0.8,0.0115,0.0,3.1126871716527074,6.3,0.22251270696727724,0.4,3.1205167841240447,6.4,5.248,0.0,173.9,20.0,0.03551,0.0089,PASS
