run_id,M_kg,D_Ns_m,Fd_N,wave_height_m,line_speed_m_s,samples,duration_s,sample_hz,missing_values,duplicate_times,time_reversals,parameter_changes,quality,force_mean_N,force_bias_N,force_rms_N,force_peak_steady_N,force_peak_all_N,eq_rms_mm,eq_max_mm,vz_peak_m_s,vz_sat_pct,x_rms_mm,x_max_mm,y_rms_mm,y_max_mm,xy_rms_mm,xy_max_mm,fz_min_N,contact_loss_pct,x_span_mm,surface_span_mm,min_singular,joint_error_max_rad,acceptance
1,1.5,65.0,6.0,0.014,0.006,1829,60.94,29.996718083360683,0,0,0,0,PASS,5.97153214285713,-0.02846785714286959,0.2751088745517722,0.531,0.535,0.2888091312367291,0.6,0.0082,0.0,6.765897504959601,13.2,0.20809510188510347,0.3,6.768669507721691,13.2,5.469,0.0,169.8,14.0,0.04049,0.0093,CHECK
